"Sample","Bradyzoite","Tachyzoite","Difference"
"quant_INF1",72.2044010734908,173.872282965909,-101.667881892418
"quant_INF2",61.9435824370079,283.291406840909,-221.347824403901
"quant_INF3",68.272950683727,220.643866579545,-152.370915895818
