"Sample","Bradyzoite","Tachyzoite","Stage_Index"
"quant_INF1",-0.0589973133565996,-0.645974790524934,0.586977477168335
"quant_INF2",0.0534231347433552,0.474334618419893,-0.420911483676537
"quant_INF3",0.00557417861324431,0.171640172105042,-0.166065993491797
